Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_Number_of_Likes,Tweet_Number_of_Retweets,Tweet_Number_of_Reviews,Tweet_Number_of_share,Comment_Website,Comment_Name,Comment_Author__URL,Comment_Timestamp,Comment_Content,Comment_Image_URL,Comment_Video_URL,Comment_Number_of_Likes,Comment_Number_of_Retweets,Comment_Number_of_Reviews,Comment_Number_of_share
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/IRMagazine/status/1311686969529905159,@IRMagazine,https://twitter.com/IRMagazine,1601565518000,Congratulations to  for winning the best use of multimedia for IR award #irawards #irchat,null,null,2,1,,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311696456361930753,@bancosantander,https://twitter.com/bancosantander,1601567779000,"Cierre acción $SAN (Madrid): 1,5800€ (-1,23%)",null,null,5,2,1,null,https://twitter.com/4herbsttyler/status/1311723062946136064,@4herbsttyler,https://twitter.com/4herbsttyler,1601574123000,#triplebarf,null,null,,,,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311696456361930753,@bancosantander,https://twitter.com/bancosantander,1601567779000,"Cierre acción $SAN (Madrid): 1,5800€ (-1,23%)",null,null,5,2,1,null,https://twitter.com/bancosantander/status/1311696456361930753/retweets,@bancosantander,https://twitter.com/bancosantander,null,"Cierre acción $SAN (Madrid): 1,5800€ (-1,23%)",null,null,null,null,null,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/JanKockV/status/1311697337929076736,@JanKockV,https://twitter.com/JanKockV,1601567990000,"Yo ya no me debo preocupar, ya que me cerraron la cuenta arbitrariamente",null,null,,,,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/dhaves_/status/1311729090622181376,@dhaves_,https://twitter.com/dhaves_,1601575560000,"Si, como el que retiraron 145,000 de una cuenta a mi nombre y lo depositaron a otra cuenta ami nombre en el mismo banco y fueron retirados cuando yo solo tengo una cuenta en ese banco. En un mes me resuelven...",null,null,,,,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/sergioantuna/status/1311722934558486531,@sergioantuna,https://twitter.com/sergioantuna,1601574092000,"Me viven llegando mail para ""reactivar"" cuenta...a qué mail se los envio ??",null,null,,,,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/josefina_iriart/status/1311722890308583424,@josefina_iriart,https://twitter.com/josefina_iriart,1601574082000,Solo que no puedo comprar usd porque tengo que “actualizar” mi carpeta. Nueva excusa?,null,null,,,,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/santander_resp/status/1311696663526993922,@santander_resp,https://twitter.com/santander_resp,1601567829000,"Buenas tardes. Has mencionado a la cuenta corporativa de Banco Santander. Por favor, cuéntanos tu caso en  y te atenderemos. Gracias.",null,null,,,,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/TrumpDorniM/status/1311693383895863299,@TrumpDorniM,https://twitter.com/TrumpDorniM,1601567047000,"Cuando recibo un llamado diciéndome que mí tarjeta de Santander ya está por llegar, cuando nisiquiera estoy afiliado al banco, es señal de un intento de estafa no? 
    Me dan mis datos y todo, parece confiable pero obvio lo mando al culo.",null,null,,,1,null
Post&Comment,,https://twitter.com/bancosantander?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://twitter.com/bancosantander/status/1311684584334123008,@bancosantander,https://twitter.com/bancosantander,1601564949000,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",https://pbs.twimg.com/card_img/1311684594719129600/iIlrS2jP?format=jpg&name=small,null,89,33,5,null,https://twitter.com/bancosantander/status/1311684584334123008/retweets,@bancosantander,https://twitter.com/bancosantander,null,"¿Has recibido algún mensaje sospechoso con nuestro nombre? ¡NO PIQUES! Desde el banco nunca te pediremos contraseñas ni número de PIN por mensajería privada o SMS.
    
    Aprende a protegerte de fraudes y conviértete en un #CiberHeroe ",null,null,null,null,null,null
